Codigo;NomeBarragem;NomeEmpreendedor;CpfCnpjFormatado;LatitudeFormatada;LongitudeFormatada;CoordenadaSIRGAFormatado;Municipio;UF;Minerio;Altura;VolumeAtualFormatado;MetodoConstrutivoFormatado;CategoriaRisco;DanoPotencial;GestaoOperacional;InseridaPNSBFormatada;SituacaoNivelEmergencial;SituacaoDeclaracaoCondicaoEstabilidade;SituacaoDeclaracaoCondicaoEstabilidadeRPSB;SituacaoDeclaracaoConformidadeOperacionalidade;SituacaoOperacionalFormatado;StatusEmbargo
9227;Cava Camarinha;CIA DE FERRO LIGAS DA BAHIA FERBASA;15.141.799/0001-03;-10°32'44.200";-40°25'30.700";Sul do Equador;CAMPO FORMOSO;BA;Cromita;14,40;378.361,63;2 - Alteamento a jusante;Baixo;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;-;Ativa;Não Embargada
8751;Cava do Germano;SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL;16.628.281/0001-61;-20°11'41.300";-43°29'35.100";Sul do Equador;MARIANA;MG;Itabirito;51,00;13.100.000,00;10 - Alteamento a montante;Baixo;Alto;AA;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9228;Cava Pedrinhas;CIA DE FERRO LIGAS DA BAHIA FERBASA;15.141.799/0001-03;-10°32'42.000";-40°24'52.400";Sul do Equador;CAMPO FORMOSO;BA;Cromita;11,84;1.360.069,14;2 - Alteamento a jusante;Baixo;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Desembargada
10195;Célula 01;BRAZAURO RECURSOS MINERAIS LTDA.;05.943.917/0001-43;-06°02'22.740";-56°17'26.000";Sul do Equador;ITAITUBA;PA;Minério de Ouro Secundário;18,00;697.093,98;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;-;Ativa;Não Embargada
8316;Cemig I;VALE S.A.;33.592.510/0001-54;-19°34'32.225";-43°12'17.125";Sul do Equador;ITABIRA;MG;-;35,20;9.198.800,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
8317;Cemig II;VALE S.A.;33.592.510/0001-54;-19°34'21.721";-43°11'51.131";Sul do Equador;ITABIRA;MG;-;26,08;875.441,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
10294;Chácara Santa Maria;PORTO DE AREIA BRANCA LTDA;47.157.755/0001-68;-23°53'21.426";-46°34'50.451";Sul do Equador;SÃO BERNARDO DO CAMPO;SP;Areia;7,00;387.450,00;10 - Desconhecido;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Desembargada
8922;CHAPADINHA 221;UILSON ROMANHA & CIA LTDA;00.934.199/0001-25;-23°39'05.500";-47°59'32.500";Sul do Equador;ITAPETININGA;SP;-;10,60;740.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8476;CHICO;NORAIR NELSON DE SOUZA;***;-16°17'41.470";-56°39'05.520";Sul do Equador;POCONÉ;MT;Areia;11,00;484.000,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9793;CHIMBUVA;Ronny Morais Costa ;***;-16°00'21.090";-56°13'45.280";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;27,00;1.159.961,32;2 - Alteamento a jusante;Médio;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;-;Ativa;Não Embargada
8282;Cianita 1;VALE S.A.;33.592.510/0001-54;-20°11'47.700";-43°52'01.500";Sul do Equador;NOVA LIMA;MG;-;20,17;451.466,21;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
9404;Cianita 2;VALE S.A.;33.592.510/0001-54;-20°11'50.075";-43°52'44.829";Sul do Equador;NOVA LIMA;MG;-;9,10;9.075,25;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Não Embargada
9405;Cianita 3;VALE S.A.;33.592.510/0001-54;-20°12'40.649";-43°52'54.287";Sul do Equador;ITABIRITO;MG;-;25,00;65.658,86;0 - Etapa única;Baixo;Médio;B;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Não Embargada
8663;COCURUTO;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;18.565.382/0001-66;-19°58'25.000";-43°49'46.000";Sul do Equador;NOVA LIMA;MG;Minério de Ouro Primário;41,00;4.039.121,09;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
8318;Conceição;VALE S.A.;33.592.510/0001-54;-19°38'51.300";-43°16'26.900";Sul do Equador;ITABIRA;MG;Minério de Ferro;50,56;45.585.391,96;2 - Alteamento a jusante;Baixo;Alto;AA;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
9219;Conjunto de cavas em desativação recuperação;MINERADORA AREIA NOVA LTDA;02.286.818/0001-48;-23°10'40.200";-48°20'40.800";Sul do Equador;BOFETE;SP;Areia;8,00;852.653,00;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;-;Inativa;Desembargada
8695;CONTENÇÃO DE FINOS DE CDS I;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;18.565.382/0001-66;-20°01'08.000";-43°29'35.000";Sul do Equador;SANTA BÁRBARA;MG;-;13,00;394.531,59;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
8664;CONTENÇÃO DE REJEITOS DE CDS II;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;18.565.382/0001-66;-19°59'05.200";-43°28'19.800";Sul do Equador;SANTA BÁRBARA;MG;Minério de Ouro Primário;82,00;9.414.475,87;5 - Alteamento por linha de centro;Médio;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
8667;CONTENÇÃO DE REJEITOS DE CUIABÁ;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;18.565.382/0001-66;-19°51'58.815";-43°43'37.915";Sul do Equador;SABARÁ;MG;Minério de Ouro Primário;99,40;12.066.475,77;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
9218;Conterpa;Conterpa, Conservação e Terraplagem e Pavimentação Ltda;02.002.588/0001-48;-22°51'07.563";-47°14'21.706";Sul do Equador;HORTOLÂNDIA;SP;-;6,50;300.000,00;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;-;Ativa;Desembargada
8429;COQUEIRAL;EVANDRO DE SOUZA;***;-16°03'00.910";-56°32'53.790";Sul do Equador;POCONÉ;MT;Areia;21,00;402.185,00;2 - Alteamento a jusante;Baixo;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Não Embargada
10526;CPO1;COOPERATIVA DE EXTRACAO DE METAIS E PEDRAS PRECIOSAS DE PONTES E LACERDA-MT;21.046.611/0001-40;-14°58'07.150";-59°31'30.280";Sul do Equador;PONTES E LACERDA;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
9137;CSO1;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'28.900";-50°02'39.000";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;6,00;1,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8614;D-1;Mineração Pedra Menina Ltda;05.059.907/0001-40;-17°58'05.930";-43°10'08.450";Sul do Equador;SENADOR MODESTINO GONÇALVES;MG;Minério de Manganês;9,50;8.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8617;D-2;Mineração Pedra Menina Ltda;05.059.907/0001-40;-17°58'06.460";-43°10'11.200";Sul do Equador;SENADOR MODESTINO GONÇALVES;MG;Minério de Manganês;9,75;36.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8624;D-3;Mineração Pedra Menina Ltda;05.059.907/0001-40;-17°58'07.170";-43°10'11.080";Sul do Equador;SENADOR MODESTINO GONÇALVES;MG;Minério de Manganês;6,00;5.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9679;Davi;Davi Alves Bicalho;***;-16°14'47.150";-56°35'15.890";Sul do Equador;POCONÉ;MT;Minério de Ouro Primário;17,00;670.000,00;5 - Alteamento por linha de centro;Médio;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Desembargada
9220;decantação de finos / reservatorio agua processo;MINERADORA AREIA NOVA LTDA;02.286.818/0001-48;-23°10'41.300";-48°20'47.500";Sul do Equador;BOFETE;SP;-;12,00;90.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9226;Deposito de Finos Porto de Areia Serramar;AGROPECUARIA SERRAMAR LTDA;52.300.504/0001-20;-23°39'32.400";-45°31'14.400";Sul do Equador;CARAGUATATUBA;SP;Areia;5,00;385.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9077;Deposito de Rejeito R4;PARA PIGMENTOS S A;33.931.510/0001-31;-02°49'14.275";-47°53'36.798";Sul do Equador;IPIXUNA DO PARÁ;PA;Caulim;10,00;1.190.000,00;5 - Alteamento por linha de centro;Médio;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
8368;Dicão;VALE S.A.;33.592.510/0001-54;-19°52'29.203";-43°22'47.022";Sul do Equador;SÃO GONÇALO DO RIO ABAIXO;MG;-;30,40;1.170.873,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
8210;Dicão Leste;VALE S.A.;33.592.510/0001-54;-20°08'21.443";-43°24'44.399";Sul do Equador;MARIANA;MG;-;13,26;507.368,81;0 - Etapa única;Baixo;Alto;A;Sim;Nível de Alerta;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
9854;DIEGO;DIEGO MACEDO CARDOSO;***;-16°00'32.640";-56°37'20.453";Sul do Equador;POCONÉ;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
8369;Diogo;VALE S.A.;33.592.510/0001-54;-19°55'47.792";-43°11'46.298";Sul do Equador;RIO PIRACICABA;MG;Minério de Ferro;43,30;8.331.645,49;2 - Alteamento a jusante;Baixo;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
9306;Dique - Pilha 2;Mib Mineração Ibirité Ltda;08.578.982/0001-05;-20°07'47.530";-44°06'09.230";Sul do Equador;BRUMADINHO;MG;-;2,00;250,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9307;Dique - Pilha 4;Mib Mineração Ibirité Ltda;08.578.982/0001-05;-20°07'23.117";-44°06'23.291";Sul do Equador;BRUMADINHO;MG;-;8,00;183,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8482;Dique - Pilha de Rejeito;EXTRATIVA MINERAL S/A;17.174.889/0001-26;-20°06'36.810";-43°54'31.680";Sul do Equador;NOVA LIMA;MG;-;10,00;80.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8942;Dique 01 - Serra Azul;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°07'11.260";-44°23'07.880";Sul do Equador;MATEUS LEME;MG;-;14,00;12.347,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8957;Dique 01 de Terra;ARCELORMITTAL BRASIL S.A.;17.469.701/0001-77;-20°08'19.363";-44°24'02.991";Sul do Equador;ITATIAIUÇU;MG;-;9,00;15.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8509;Dique 01 Serra Azul - Dique Vai e Volta 1;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'44.700";-44°25'12.700";Sul do Equador;MATEUS LEME;MG;-;13,00;30.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8513;Dique 02 Serra Azul - Dique Vai e Volta 2;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'49.000";-44°25'21.000";Sul do Equador;MATEUS LEME;MG;-;12,00;45.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8963;Dique 03;MINERACAO COMISA LTDA;03.405.415/0001-33;-20°07'17.760";-44°19'09.740";Sul do Equador;BRUMADINHO;MG;-;5,00;900,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8514;Dique 03 Serra Azul - Dique Vai e Volta 3;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'50.650";-44°25'36.130";Sul do Equador;MATEUS LEME;MG;-;11,45;76.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8271;Dique 04;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°33'31.456";-51°10'40.184";Sul do Equador;SÃO FÉLIX DO XINGU;PA;-;5,90;87.700,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8272;Dique 05;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°33'21.445";-51°10'24.538";Sul do Equador;SÃO FÉLIX DO XINGU;PA;-;10,85;405.554,90;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8515;Dique 06;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'42.900";-44°27'22.500";Sul do Equador;ITATIAIUÇU;MG;-;12,00;50.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8287;Dique 06;MINERACAO ONCA PUMA S.A.;48.256.824/0001-53;-06°34'49.300";-51°10'27.000";Sul do Equador;SÃO FÉLIX DO XINGU;PA;-;10,50;78.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8944;Dique 06 - Véu da Noiva Jusante;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°07'53.460";-44°22'30.040";Sul do Equador;ITATIAIUÇU;MG;-;14,00;2.500,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8945;Dique 08 - Pátio CMC;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°08'00.950";-44°22'46.450";Sul do Equador;ITATIAIUÇU;MG;-;12,00;48.252,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9295;Dique 1;CARBETO DE SILICIO SIKA BRASIL LTDA;32.870.697/0001-48;-21°18'29.660";-44°39'39.180";Sul do Equador;ITUTINGA;MG;-;2,00;300,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9631;Dique 1;VALE S.A.;33.592.510/0001-54;-20°08'49.844";-43°53'08.710";Sul do Equador;NOVA LIMA;MG;-;5,60;2.221,75;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9056;Dique 1 (Barragem 2 -Britagem);PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'21.000";-46°16'59.400";Sul do Equador;SANTA ISABEL;SP;-;14,00;74.135,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
10247;Dique 1010;SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL;16.628.281/0001-61;-20°11'18.042";-43°29'52.393";Sul do Equador;MARIANA;MG;-;19,55;246.829,00;5 - Alteamento por linha de centro;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Ativa;Não Embargada
10520;Dique 118-A;SALOBO METAIS S/A;33.931.478/0001-94;-06°23'35.820";-50°06'45.010";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;6,69;121.673,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10521;Dique 118-B;SALOBO METAIS S/A;33.931.478/0001-94;-06°24'02.540";-50°06'56.450";Sul do Equador;CANAÃ DOS CARAJÁS;PA;-;4,90;51.009,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8516;Dique 13 - Pains;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'27.890";-44°24'00.660";Sul do Equador;MATEUS LEME;MG;-;12,45;54.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8517;Dique 14;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'44.900";-44°26'50.600";Sul do Equador;ITATIAIUÇU;MG;-;9,93;54.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9298;Dique 2;CARBETO DE SILICIO SIKA BRASIL LTDA;32.870.697/0001-48;-21°18'29.650";-44°39'42.590";Sul do Equador;ITUTINGA;MG;-;3,00;100,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9988;DIQUE 2;SAMACA FERROS LTDA;16.682.218/0001-03;-15°46'49.250";-40°18'51.950";Sul do Equador;MAIQUINIQUE;BA;Areia;8,50;41.364,95;0 - Etapa única;Alto;Médio;A;Sim;Nível de Emergência 1;1º Campanha 2026 - Não Atestado; - ;-;Ativa;Embargada
8958;Dique 2 de Concreto;ARCELORMITTAL BRASIL S.A.;17.469.701/0001-77;-20°08'18.900";-44°24'02.700";Sul do Equador;ITATIAIUÇU;MG;-;3,00;200,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8908;Dique 3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°49'49.110";-39°49'29.700";Sul do Equador;JAGUARARI;BA;-;1,50;440.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9299;Dique 3;CARBETO DE SILICIO SIKA BRASIL LTDA;32.870.697/0001-48;-21°18'31.440";-44°39'43.340";Sul do Equador;ITUTINGA;MG;-;1,50;25,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9058;Dique 3 (Barragem 1 - Portaria);PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'23.900";-46°17'05.800";Sul do Equador;SANTA ISABEL;SP;-;20,00;170.000,00;0 - Etapa única;Baixo;Baixo;B;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
9059;Dique 4 (Barragem 3 - Bota fora);PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'24.500";-46°16'31.200";Sul do Equador;SANTA ISABEL;SP;-;8,00;15.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Desembargada
9060;Dique 5 (Barragem 4 - Bota fora);PEDREIRA SARGON LTDA;60.101.300/0001-99;-23°21'21.800";-46°16'28.900";Sul do Equador;SANTA ISABEL;SP;-;10,00;12.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Desembargada
9678;Dique B2;ITAMINAS COMERCIO DE MINERIOS SA;18.752.824/0001-83;-20°04'48.940";-44°06'46.590";Sul do Equador;SARZEDO;MG;-;9,78;27.700,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9281;Dique B2 - Pilha de Estéril João Manoel;SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL;16.628.281/0001-61;-20°10'15.254";-43°29'53.120";Sul do Equador;MARIANA;MG;-;10,00;8.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
5865;Dique B3;EMICON MINERACAO E TERRAPLENAGEM LIMITADA;16.679.953/0001-68;-20°07'09.700";-44°18'57.400";Sul do Equador;BRUMADINHO;MG;-;23,50;15.431,00;2 - Alteamento a jusante;Alto;Alto;C;Sim;Nível de Emergência 1;Extraordinária ou Exigência de Fiscalização - Não Atestado;Atestado;Campanha 2025 - Não Enviado;Inativa;Embargada
9282;Dique B3 - Pilha de Estéril João Manoel;SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL;16.628.281/0001-61;-20°10'11.676";-43°29'45.981";Sul do Equador;MARIANA;MG;-;10,00;12.000,00;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
5866;Dique B4;EMICON MINERACAO E TERRAPLENAGEM LIMITADA;16.679.953/0001-68;-20°07'03.300";-44°19'01.900";Sul do Equador;BRUMADINHO;MG;-;25,00;5.431,00;2 - Alteamento a jusante;Alto;Alto;C;Sim;Nível de Emergência 1;Extraordinária ou Exigência de Fiscalização - Não Atestado;Atestado;Campanha 2025 - Não Enviado;Inativa;Embargada
9113;Dique BIII-2;M B L MATERIAIS BASICOS LTDA;19.543.206/0001-96;-20°08'54.160";-44°27'35.942";Sul do Equador;ITAÚNA;MG;-;16,00;979,00;0 - Etapa única;Baixo;Baixo;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Ativa;Não Embargada
9114;Dique BIII-3;M B L MATERIAIS BASICOS LTDA;19.543.206/0001-96;-20°08'51.941";-44°27'36.371";Sul do Equador;ITAÚNA;MG;-;24,00;0,00;0 - Etapa única;Médio;Baixo;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Ativa;Não Embargada
9301;Dique BIII-6;FERROMINAS - MINERAÇÃO LTDA;08.814.720/0001-00;-20°08'48.020";-44°27'15.790";Sul do Equador;ITAÚNA;MG;-;7,50;14.457,60;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9302;Dique BIII-7;FERROMINAS - MINERAÇÃO LTDA;08.814.720/0001-00;-20°08'48.680";-44°27'05.270";Sul do Equador;ITAÚNA;MG;-;7,50;16.557,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8533;Dique BIV-3 - Dique Hércules;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'21.800";-44°26'29.000";Sul do Equador;ITATIAIUÇU;MG;-;13,00;15.524,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9321;Dique Conquistinha;MINERACAO MORRO DO IPE S.A.;22.902.554/0001-17;-20°06'57.240";-44°17'53.170";Sul do Equador;BRUMADINHO;MG;-;5,00;30,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10537;Dique Córrego Fundo;ARCELORMITTAL BRASIL S.A.;17.469.701/0001-77;-20°08'21.030";-44°24'04.200";Sul do Equador;ITATIAIUÇU;MG;-;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
8519;Dique Couves (MUSA);MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'21.200";-44°26'49.500";Sul do Equador;ITATIAIUÇU;MG;-;8,80;3.800,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8490;DIQUE D;Brasmic Mineração Areia e Brita Ltda;22.470.777/0001-52;-19°59'08.000";-44°07'17.300";Sul do Equador;BETIM;MG;Areia e Cascalho;23,00;994.640,00;2 - Alteamento a jusante;Baixo;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
8520;Dique da Divisa;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°08'10.800";-44°24'18.900";Sul do Equador;ITATIAIUÇU;MG;-;10,00;8.750,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8532;Dique da Mineira;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°09'01.300";-44°26'09.000";Sul do Equador;ITATIAIUÇU;MG;-;10,20;5.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8521;Dique da Oficina;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'31.200";-44°24'37.700";Sul do Equador;MATEUS LEME;MG;-;12,00;10.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8522;Dique da Oficina II;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°07'34.500";-44°24'48.600";Sul do Equador;MATEUS LEME;MG;-;9,40;5.600,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9305;Dique de Captação;PEDREIRA UM VALEMIX LTDA;41.716.499/0001-15;-20°01'38.910";-43°25'26.900";Sul do Equador;CATAS ALTAS;MG;-;4,00;13.134,76;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8946;Dique de Concreto;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°07'54.830";-44°22'35.900";Sul do Equador;ITATIAIUÇU;MG;-;4,00;1.600,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8180;Dique de Contenção de Salmoura;STRATOS LTDA;31.009.644/0001-74;-10°39'28.200";-37°01'47.400";Sul do Equador;ROSÁRIO DO CATETE;SE;Potássio;4,00;27.521,53;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Ativa;Não Embargada
